GeneID,Symbol,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession
106480702,RNU2-72P,60912764,60912926
106480703,RNU6-40P,31497577,31497682
106480704,RNU6-25P,195214786,195214891
106480705,RNU6-17P,30254402,30254507
106480705,RNU6-17P,2539360,2539465
106480705,RNU6-17P,2426876,2426981
106480706,RNU6-20P,57830536,57830641
106480707,RNU6-24P,76337315,76337418
106480708,RNU6-32P,39297605,39297710
106480709,RNU6-38P,75109586,75109691
106480710,RNU6-47P,109014834,109014939
106480711,ZNF736P5Y,25018498,25019302
106480712,FABP5P13,523740,524100
106480712,FABP5P13,207093,207453
106480712,FABP5P13,196233,196593
106480713,USP9YP15,18116426,18117794
106480714,USP9YP17,22049754,22058112
106480715,USP9YP25,23734192,23736248
106480716,USP9YP27,17788214,17789583
106480717,USP9YP20,25923387,25929825
106480718,USP9YP32,17995100,17997351
106480719,USP9YP35,24077798,24079811
106480720,GPM6BP1,18578416,18578559
106480721,PRYP6,18790608,18791150
106480722,HSFY6P,23657838,23659057
106480723,HSFY8P,26011434,26012236
106480724,MLLT10P2,189973598,189973846
106480724,MLLT10P2,311129,311377
106480724,MLLT10P2,66528,66776
106480725,HMGN1P12,71537651,71537845
106480725,HMGN1P12,1067626,1067820
106480725,HMGN1P12,1536136,1536330
106480726,MTND6P8,130282084,130282605
106480727,MTND6P11,143094232,143094714
106480728,MTND6P17,155452525,155453043
106480729,RPL7L1P10,228753323,228753785
106480732,PSMC1P5,107195155,107195331
106480733,CYP4F44P,43539972,43540926
106480734,CYP2C61P,64762882,64763171
106480738,OSTN-AS1,191213290,191234604
106480744,MTND1P12,11445417,11445563
106480745,TUBBP11,103630660,103630911
106480746,TUBB4BP3,118128747,118129171
106480747,TUBB4BP5,121451540,121451966
106480748,CYP2C60P,95009673,95009811
106480749,CYP3A54P,4511958,4512032
106480750,RNU6-60P,48987910,48988015
106480751,RNU6-65P,51565411,51565508
106480752,RNU6-74P,41905117,41905222
106480753,RNU4ATAC3P,92059843,92059968
106480754,RNA5SP57,148193715,148193837
106480755,RNA5SP100,91674856,91674965
106480756,RNA5SP134,63545439,63545519
106480757,RNA5SP161,56097390,56097478
106480758,RNA5SP175,190017695,190017813
106480758,RNA5SP175,355226,355344
106480758,RNA5SP175,110289,110407
106480759,RNA5SP221,143449808,143449910
106480760,RNA5SP253,12087395,12087444
106480761,RNA5SP298,282035,282124
106480762,RNA5SP310,45856306,45856421
106480763,RNA5SP333,18248388,18248505
106480764,RNA5SP351,111928399,111928507
106480765,RNA5SP370,104125235,104125324
106480766,RNA5SP389,106636571,106636860
106480766,RNA5SP389,1128250,1128539
106480767,RNA5SP429,68742478,68742572
106480768,RNA5SP442,41718153,41718242
106480769,RNA5SP468,17972024,17972116
106480770,RNA5SP498,1300255,1300374
106480771,RNA5SP520,17557863,17557975
106480772,RNA5SP523,18347934,18348246
106480773,TBC1D3P7,41323426,41329544
106480773,TBC1D3P7,110715,116833
106480774,PRSS3P4,33613847,33614008
106480775,PTGES3P4,102845600,102846025
106480776,SLC25A18P1,118572870,118573619
106480777,FAM96AP1,28427962,28428443
106480778,ARL5AP3,68049359,68049744
106480779,WBP1LP4,181378694,181379037
106480780,WBP1LP5,101887353,101887766
106480781,TSEN15P2,51859774,51860222
106480782,POLHP1,216156333,216157010
106480783,CIR1P3,34430879,34431648
106480784,TRMT112P5,139845077,139845410
106480785,NDUFS5P6,67849043,67849337
106480786,ATG4AP1,82998658,82999435
106480787,VWA8P1,68854909,68855084
106480788,CST9LP2,23583644,23586509
106480789,ALG1L11P,12178696,12182718
106480790,ROBO2P1,51600285,51600572
106480791,HMGN2P47,67000615,67001196
106480792,CHCHD4P3,37434176,37434585
106480793,CRIP1P1,12673698,12673882
106480794,MRPL42P6,151475803,151476173
106480795,MTATP8P1,633534,633740
106480796,MTATP6P1,633695,634375
106480797,MTATP6P4,131380915,131381589
106480798,MTATP6P7,130276506,130277186
106480799,FCF1P4,111169220,111169402
106480800,UBL5P4,11968507,11968742
106480801,SDCBP2P1,73322836,73323449
106480802,UBE2V2P4,36241897,36242155
106480803,HSPA8P13,46549088,46550801
106480804,TPRKBP2,28111172,28111646
106480805,NIFKP9,127170010,127170230
106480806,NDUFA3P4,90385813,90386062
106480807,KRT19P6,91885045,91885253
106480808,MED28P6,88143934,88144164
106480809,CACYBPP3,158515604,158516228
106480810,RFPL4AP3,23514943,23515275
106480811,PIGPP4,9880577,9880868
106480812,PIGQP1,55938713,55939279
106480813,RNU7-93P,36405213,36405273
106480814,RNU7-99P,6748907,6748968
106480815,RNU7-110P,33414149,33414210
106480816,RNU7-116P,63736443,63736504
106480816,RNU7-116P,72395,72456
106480817,RNU7-120P,89282222,89282284
106480818,RNU7-125P,14643787,14643848
106480818,RNU7-125P,216643,216704
106480819,RNU7-128P,48180327,48180388
106480820,RNU7-134P,57685528,57685591
106480821,RNU7-137P,18095570,18095631
106480822,RNU7-141P,59852666,59852727
106480823,RNU7-148P,167631479,167631540
106480824,RNU7-151P,102837046,102837098
106480825,RNU7-155P,71298155,71298217
106480826,RNU7-157P,57227000,57227065
106480827,RNU7-169P,108668447,108668507
106480828,RNU7-172P,54166943,54167006
106480829,RNU7-174P,80560566,80560624
106480830,RNU7-180P,146245190,146245252
106480831,RNU7-182P,127017420,127017481
106480832,RNU7-188P,96377856,96377919
106480833,RNU7-192P,188716664,188716724
106480834,RNU7-194P,150209705,150209767
106480835,RNU7-200P,20841240,20841301
106480836,RN7SKP12,242188646,242188788
106480837,RN7SKP16,33336565,33336863
106480838,RN7SKP18,117299363,117299637
106480839,RN7SKP21,36231554,36231773
106480840,RN7SKP24,34478621,34478904
106480841,RN7SKP27,22861551,22861883
106480842,RN7SKP31,138397350,138397627
106480843,RN7SKP33,46859332,46859671
106480844,RN7SKP37,21933142,21933380
106480845,RN7SKP39,28442574,28442895
106480846,RN7SKP42,187122561,187122860
106480847,RN7SKP46,157930491,157930724
106480848,RN7SKP49,224107281,224107540
106480849,RN7SKP53,99120175,99120489
106480850,RN7SKP58,41766614,41766918
106480851,RN7SKP60,165609440,165609678
106480852,RN7SKP64,139333037,139333364
106480853,RN7SKP66,43772119,43772349
106480854,RN7SKP68,102302503,102302809
106480855,RN7SKP73,5126045,5126336
106480856,RN7SKP75,71685451,71685746
106480857,RN7SKP79,6848223,6848461
106480858,RN7SKP81,143090346,143090676
106480859,RN7SKP86,103484301,103484537
106480860,RN7SKP88,148839482,148839731
106480861,RN7SKP91,30843824,30844061
106480862,RN7SKP95,58703914,58704153
106480863,RN7SKP98,212099520,212099675
106480864,RN7SKP101,46720192,46720511
106480865,RN7SKP104,97598932,97599259
106480866,RN7SKP108,96638292,96638513
106480867,RN7SKP110,90001221,90001505
106480868,RN7SKP114,34049965,34050243
106480869,RN7SKP116,47715282,47715600
106480870,RN7SKP120,25088913,25089150
106480871,RN7SKP124,139584205,139584444
106480872,RN7SKP126,192875685,192875984
106480873,RN7SKP130,2999093,2999338
106480874,RN7SKP132,27783845,27784052
106480875,RN7SKP135,63609353,63609599
106480876,RN7SKP139,47272597,47272828
106480877,RN7SKP142,51671235,51671562
106480878,RN7SKP145,149116177,149116479
106480879,RN7SKP147,20356652,20356895
106480880,RN7SKP150,179845831,179846067
106480880,RN7SKP150,611391,611627
106480881,RN7SKP154,133391122,133391397
106480882,RN7SKP156,188155838,188156179
106480883,RN7SKP158,28261193,28261518
106480884,RN7SKP162,13683541,13683797
106480885,RN7SKP164,76595412,76595677
106480886,RN7SKP169,25963982,25964272
106480887,RN7SKP171,37661746,37662048
106480888,RN7SKP180,72663912,72664151
106480889,RN7SKP183,20452107,20452430
106480890,RN7SKP187,112288624,112288950
106480891,RN7SKP190,82192504,82192789
106480892,RN7SKP192,59706056,59706382
106480893,RN7SKP194,96410431,96410781
106480894,RN7SKP197,119631089,119631385
106480895,RN7SKP200,206221314,206221556
106480895,RN7SKP200,330333,330575
106480896,RN7SKP204,13547703,13547955
106480897,RN7SKP207,29948827,29949069
106480898,RN7SKP210,39874254,39874514
106480899,RN7SKP213,219590686,219590983
106480900,RN7SKP218,53490147,53490438
106480901,RN7SKP220,25393556,25393843
106480902,RN7SKP224,48217575,48217813
106480903,RN7SKP226,128220503,128220751
106480904,RN7SKP229,181839538,181839773
106480905,RN7SKP232,151704288,151704577
106480906,RN7SKP236,25101131,25101369
106480907,RN7SKP239,67362413,67362707
106480908,RN7SKP242,83200939,83201227
106480909,RN7SKP245,131820333,131820571
106480910,RN7SKP249,101137958,101138191
106480911,RN7SKP256,53415293,53415606
106480912,RN7SKP258,18651146,18651449
106480913,RN7SKP263,94008738,94009046
106480914,RN7SKP265,181968458,181968680
106480915,RN7SKP269,9947317,9947561
106480916,RN7SKP271,35643142,35643368
106480917,RN7SKP275,5458580,5458880
106480918,RN7SKP278,108940968,108941309
106480919,RN7SKP282,7324296,7324594
106480920,RN7SKP285,103523561,103523878
106480921,RN7SKP287,43435131,43435396
106480922,RN7SKP291,55376621,55376850
106480923,RN7SKP293,12406485,12406780
106480924,RN7SKP295,83685865,83686017
106480925,RN7SKP299,136545191,136545491
106480926,RN7SL12P,66712719,66713008
106480927,RN7SL18P,62491177,62491467
106480928,RN7SL22P,35671775,35672043
106480929,RN7SL28P,184278935,184279232
106480930,RN7SL32P,233205198,233205478
106480930,RN7SL32P,150536,150816
106480931,RN7SL35P,80318252,80318543
106480932,RN7SL38P,24706787,24707075
106480933,RN7SL41P,80204605,80204901
106480934,RN7SL44P,153500462,153500763
106480935,RN7SL49P,45002149,45002446
106480936,RN7SL51P,62262386,62262670
106480937,RN7SL52P,9902343,9902626
106480938,RN7SL60P,98671979,98672277
106480939,RN7SL63P,30555600,30555903
106480940,RN7SL69P,6095698,6095969
106480941,RN7SL72P,148438308,148438576
106480941,RN7SL72P,221903,222171
106480942,RN7SL74P,97341045,97341343
106480943,RN7SL79P,31465542,31465831
106480944,RN7SL82P,30800159,30800395
106480944,RN7SL82P,3085871,3086107
106480944,RN7SL82P,2973419,2973655
106480945,RN7SL88P,96101950,96102242
106480946,RN7SL91P,25060648,25060938
106480947,RN7SL93P,113976340,113976632
106480948,RN7SL100P,26895677,26895969
106480949,RN7SL104P,15950688,15950980
106480950,RN7SL108P,68236242,68236538
106480951,RN7SL113P,85368281,85368579
106480952,RN7SL118P,119434518,119434819
106480953,RN7SL120P,1065579,1065874
106480954,RN7SL122P,32457834,32458134
106480955,RN7SL124P,151372011,151372283
106480956,RN7SL127P,78898857,78899153
106480957,RN7SL131P,36191914,36192169
106480958,RN7SL135P,63234633,63234910
106480959,RN7SL141P,172237346,172237596
106480960,RN7SL144P,41683167,41683465
106480961,RN7SL149P,41840058,41840338
106480962,RN7SL152P,140577924,140578221
106480963,RN7SL156P,36870098,36870401
106480964,RN7SL160P,70965583,70965866
106480965,RN7SL164P,96169544,96169846
106480966,RN7SL167P,131004127,131004428
106480967,RN7SL172P,121653993,121654295
106480968,RN7SL176P,100158501,100158764
106480969,RN7SL177P,153755381,153755679
106480970,RN7SL180P,62072447,62072740
106480971,RN7SL183P,87845649,87845946
106480972,RN7SL186P,22010649,22010945
106480973,RN7SL189P,20963578,20963866
106480974,RN7SL192P,11011707,11012005
106480975,RN7SL197P,49721948,49722246
106480976,RN7SL200P,34685354,34685641
106480977,RN7SL204P,236072294,236072555
106480978,RN7SL208P,76836899,76837194
106480979,RN7SL213P,67751227,67751543
106480980,RN7SL215P,194145673,194145970
106480981,RN7SL218P,74011581,74011873
106480982,RN7SL221P,5918563,5918843
106480983,RN7SL228P,117017945,117018247
106480984,RN7SL231P,14213051,14213322
106480985,RN7SL233P,21793882,21794158
106480986,RN7SL236P,78370851,78371134
106480987,RN7SL238P,28387195,28387484
106480987,RN7SL238P,634376,634665
106480987,RN7SL238P,75120,75409
106480987,RN7SL238P,520590,520879
106480988,RN7SL241P,30366063,30366298
106480989,RN7SL246P,45874034,45874329
106480990,RN7SL251P,85442494,85442790
106480991,RN7SL254P,147808925,147809208
106480992,RN7SL259P,62935981,62936233
106480993,RN7SL263P,23261781,23262060
106480994,RN7SL266P,112855873,112856161
106480995,RN7SL270P,47041728,47042203
106480996,RN7SL272P,27989295,27989583
106480997,RN7SL275P,110117735,110118069
106480998,RN7SL279P,70276068,70276351
106480999,RN7SL284P,77912270,77912544
106480999,RN7SL284P,150962,151236
106481000,RN7SL288P,46169457,46169743
106481001,RN7SL290P,51995743,51996038
106481002,RN7SL292P,51716656,51716921
106481003,RN7SL296P,33103007,33103304
106481004,RN7SL300P,153199699,153200016
106481005,RN7SL303P,22977876,22978126
106481006,RN7SL306P,128970733,128971028
106481007,RN7SL309P,65695551,65695836
106481008,RN7SL313P,97100586,97100873
106481009,RN7SL318P,5142410,5142706
106481010,RN7SL320P,51469752,51470046
106481011,RN7SL325P,137595264,137595546
106481012,RN7SL327P,75292705,75292927
106481013,RN7SL330P,94361219,94361525
106481014,RN7SL333P,169859755,169860051
106481015,RN7SL337P,14584094,14584394
106481016,RN7SL340P,29233089,29233384
106481017,RN7SL341P,64817377,64817674
106481018,RN7SL343P,42011349,42011609
106481019,RN7SL350P,99613782,99614080
106481020,RN7SL353P,30751037,30751288
106481020,RN7SL353P,2230743,2230994
106481020,RN7SL353P,2007008,2007259
106481020,RN7SL353P,2061278,2061529
106481020,RN7SL353P,2006129,2006380
106481020,RN7SL353P,2051805,2052056
106481021,RN7SL357P,56805833,56806130
106481022,RN7SL362P,13715101,13715367
106481023,RN7SL366P,163840560,163840851
106481024,RN7SL370P,77645323,77645617
106481025,RN7SL376P,40615664,40615927
106481026,RN7SL378P,82078426,82078723
106481027,RN7SL382P,139100376,139100657
106481028,RN7SL384P,114423769,114424066
106481029,RN7SL387P,110625644,110625916
106481030,RN7SL391P,6344553,6344836
106481031,RN7SL395P,144785297,144785587
106481032,RN7SL398P,33288303,33288600
106481033,RN7SL400P,21102842,21103137
106481034,RN7SL403P,43036195,43036499
106481035,RN7SL411P,40209004,40209303
106481036,RN7SL414P,45569198,45569491
106481037,RN7SL416P,100530361,100530658
106481038,RN7SL422P,67175774,67176027
106481039,RN7SL425P,171492410,171492703
106481040,RN7SL430P,112272595,112272836
106481041,RN7SL432P,114697626,114697923
106481042,RN7SL440P,94150737,94151079
106481043,RN7SL442P,16191831,16192150
106481044,RN7SL445P,5631476,5631754
106481045,RN7SL449P,57618107,57618392
106481046,RN7SL453P,47692398,47692726
106481047,RN7SL457P,33715783,33716069
106481048,RN7SL460P,77885376,77885633
106481049,RN7SL464P,220571738,220572034
106481050,RN7SL468P,119169821,119170114
106481051,RN7SL471P,28977474,28977772
106481051,RN7SL471P,463948,464246
106481051,RN7SL471P,243077,243375
106481051,RN7SL471P,243034,243332
106481051,RN7SL471P,243053,243351
106481051,RN7SL471P,286925,287223
106481052,RN7SL474P,16863195,16863495
106481053,RN7SL478P,97998324,97998621
106481054,RN7SL481P,143298516,143298811
106481055,RN7SL487P,43391383,43391726
106481056,RN7SL489P,75268429,75268651
106481057,RN7SL494P,50244627,50244930
106481058,RN7SL496P,39888374,39888663
106481059,RN7SL499P,231645997,231646272
106481060,RN7SL503P,35292195,35292497
106481061,RN7SL508P,118993856,118994158
106481062,RN7SL513P,18333275,18333572
106481063,RN7SL515P,41807676,41807941
106481064,RN7SL517P,43314950,43315254
106481065,RN7SL520P,75698530,75698815
106481066,RN7SL524P,103974514,103974813
106481067,RN7SL530P,74174455,74174752
106481068,RN7SL536P,23363271,23363560
106481069,RN7SL541P,134517809,134518091
106481070,RN7SL544P,62363580,62363863
106481071,RN7SL549P,100906290,100906571
106481072,RN7SL552P,84687724,84687999
106481073,RN7SL556P,5871758,5872049
106481074,RN7SL558P,39760999,39761297
106481075,RN7SL561P,1666359,1666639
106481076,RN7SL565P,41578902,41579185
106481077,RN7SL569P,148890225,148890512
106481078,RN7SL573P,75041762,75041950
106481079,RN7SL574P,3782814,3783110
106481080,RN7SL577P,49042340,49042642
106481081,RN7SL580P,51975672,51975958
106481082,RN7SL583P,88477827,88478113
106481083,RN7SL586P,73040618,73040910
106481084,RN7SL591P,62350005,62350296
106481085,RN7SL596P,63797783,63798070
106481086,RN7SL600P,150568970,150569268
106481087,RN7SL605P,57528084,57528364
106481088,RN7SL607P,20738432,20738730
106481089,RN7SL614P,10616835,10617114
106481090,RN7SL616P,69478996,69479264
106481090,RN7SL616P,261897,262165
106481091,RN7SL619P,13815061,13815318
106481092,RN7SL622P,67977697,67977971
106481093,RN7SL627P,18840621,18840919
106481094,RN7SL630P,93831075,93831371
106481095,RN7SL632P,60831663,60831928
106481096,RN7SL634P,104013641,104013932
106481097,RN7SL636P,50429189,50429482
106481098,RN7SL643P,86435848,86436137
106481099,RN7SL646P,178377923,178378219
106481100,RN7SL649P,12036739,12037013
106481101,RN7SL653P,91829773,91830065
106481102,RN7SL655P,154349427,154349724
106481103,RN7SL663P,38200233,38200531
106481104,RN7SL665P,130400268,130400564
106481105,RN7SL670P,203259603,203259896
106481106,RN7SL672P,50557681,50557996
106481107,RN7SL675P,69922750,69923046
106481108,RN7SL678P,37215604,37215902
106481109,RN7SL683P,71448688,71448957
106481110,RN7SL687P,153666232,153666515
106481111,RN7SL689P,123022488,123022782
106481112,RN7SL691P,43598539,43598825
106481113,RN7SL698P,128785146,128785447
106481114,RN7SL702P,12273492,12273761
106481115,RN7SL704P,38231720,38231999
106481116,RN7SL709P,37908737,37909036
106481117,RN7SL712P,115992465,115992761
106481118,RN7SL717P,199901080,199901376
106481119,RN7SL719P,28703553,28703789
106481119,RN7SL719P,979341,979577
106481119,RN7SL719P,865555,865791
106481120,RN7SL725P,25458925,25459183
106481121,RN7SL727P,140085854,140086149
106481122,RN7SL732P,39786523,39786812
106481123,RN7SL737P,93509486,93509767
106481124,RN7SL741P,25944477,25944765
106481125,RN7SL748P,36522190,36522500
106481126,RN7SL750P,100821026,100821263
106481127,RN7SL752P,129591348,129591577
106481128,RN7SL756P,67457022,67457289
106481129,RN7SL760P,73833772,73834041
106481130,RN7SL763P,39886860,39887143
106481131,RN7SL767P,113632703,113632898
106481132,RN7SL771P,140645828,140646125
106481133,RN7SL782P,107734772,107735065
106481134,RN7SL784P,4882974,4883315
106481135,RN7SL788P,52150107,52150418
106481136,RN7SL790P,74390691,74390988
106481137,RN7SL793P,102217317,102217612
106481138,RN7SL797P,96282572,96282862
106481139,RN7SL801P,54048006,54048307
106481140,RN7SL804P,69400902,69401199
106481141,RN7SL807P,223248497,223248793
106481142,RN7SL810P,77947496,77947771
106481143,RN7SL814P,74317985,74318284
106481144,RN7SL817P,46448223,46448510
106481145,RN7SL819P,44718860,44719129
106481146,RN7SL824P,92402388,92402684
106481147,RN7SL828P,118067237,118067538
106481148,RN7SL834P,230507100,230507385
106481149,RN7SL836P,45651509,45651804
106481150,RN7SL841P,55291378,55291674
106481151,RN7SL843P,17352880,17353176
106481152,RN7SL847P,33034654,33034923
106481153,RN7SL853P,72664576,72664798
106481154,RN7SL865P,115717724,115718012
106481155,RN7SL870P,47560228,47560523
106481156,RNU4ATAC5P,122451473,122451598
106481157,RNU4ATAC8P,73883713,73883821
106481158,RNU4ATAC11P,33868539,33868664
106481159,RNU4ATAC14P,75202080,75202168
106481160,RNU4ATAC16P,781131,781255
106481161,RNU6ATAC8P,102421196,102421321
106481162,RNU6ATAC11P,43341785,43341909
106481163,RNU6ATAC14P,176664675,176664765
106481164,RNU6ATAC17P,25611152,25611222
106481165,RNU6ATAC19P,181738605,181738714
106481166,RNU6ATAC23P,139885480,139885602
106481167,RNU6ATAC27P,28481361,28481479
106481168,RNU6ATAC29P,51611437,51611561
106481169,RNU6ATAC31P,88206427,88206551
